event_id,state,district,lat,lng,geology,year,label
MIZO/LUN/84B09/2005/E-8,Mizoram,Lunglei,22.85697,92.70764, ,2005.0,2
MZ/AIZ/83H04/2017/9,Mizoram,Aizawl,24.040972,93.078697,Shalesiltstone,2017.0,2
MZ/CHA/84E01/2017/22,Mizoram,Champhai,23.939194,93.214195,Shalesandstone intercalation,2017.0,2
MZ/CHA/84E08/2017/4,Mizoram,Champhai,23.161889,93.2775,Ferruginous sandstone with splintery shale,2017.0,2
MZ/LUN/84A12/2018/75,Mizoram,Lunglei,23.135416,92.616661,Grey splintery shale with micaceous hard & compact sandstone,2018.0,2
MZ/AIZ/83D16/2016/123,Mizoram,Aizawl,24.199185,92.992094,"Sandstone with subordinate siltstone, mudstone and shale",2016.0,2
MZ/SAI/84B15/2018/58,Mizoram,Saiha,22.399,92.964996,Sandstone and siltstone,2018.0,2
MZ/CHA/84E02/2017/0061,Mizoram,Champhai,23.689256,93.192172,shale & sandstone,2017.0,2
MZ/CHA/84E02/2017/28,Mizoram,Champhai,23.573051,93.102716,sandstone/shale,2017.0,2
MZ/CHA/84E02/2017/0019,Mizoram,Champhai,23.538538,93.158251,"sandstone/siltstone, shale",2017.0,2
MZ/CHA/84E02/2017/21,Mizoram,Champhai,23.742754,93.094558,sandstone/shale,2017.0,2
MZ/LUN/84B13/2018/70,Mizoram,Lunglei,22.870546,92.752853,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/LUN/84A12/2018/41,Mizoram,Lunglei,23.147697,92.687386,Sandstone,2018.0,2
MZ/LAW/84B14/2018/42,Mizoram,Lawngtlai,22.534,92.876999,Sandstone and siltstone,2018.0,2
MZ/LUN/84B13/2018/23,Mizoram,Lunglei,22.822599,92.624512,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E07/2017/55,Mizoram,Champhai,23.484639,93.278222,Olive green splintery shale with minor sandstone,2017.0,2
MZ/SAI/84F03/2020/24,Mizoram,Saiha,22.39,93.11,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/LAW/84B15/2018/40,Mizoram,Lawngtlai,22.309944,92.768059,"Sandstone, siltstone and shale",2018.0,2
MZ/CHA/84E01/2017/25,Mizoram,Champhai,23.803085,93.159225,Sandstone,2017.0,2
MZ/CHA/84E03/2017/33,Mizoram,Champhai,23.471889,93.246333,Olive green splintery shale with minor sandstone,2017.0,2
MIZ/AIZ/84A13/2016/10,Mizoram,Aizawl,23.929083,92.922778,Splintary  and thinly laminated Shale,2016.0,2
MZ/KOL/83D15/2020/19,Mizoram,Kolasib,24.28,92.81,"Sandstone, shale, siltstone and conglomerate",2020.0,2
MZ/CHA/84E02/2017/0110,Mizoram,Champhai,23.631956,93.033971,sandstone/shale,2017.0,2
MZ/CHA/84E08/2017/48,Mizoram,Champhai,23.058,93.280568,Ferruginous sandstone with splintery shale,2017.0,2
MZ/LUN/84A12/2018/56,Mizoram,Lunglei,23.210028,92.522781,Micaceous grey coloured fine grained hard compact sandstone,2018.0,2
MZ/CHA/84E07/2017/16,Mizoram,Champhai,23.454924,93.260137,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LUN/84A12/2018/50,Mizoram,Lunglei,23.242306,92.640587,Sandstone-silty shale-siltstone,2018.0,2
MZ/CHA/84E03/2017/19,Mizoram,Champhai,23.442083,93.223472,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LAW/84B15/2018/15,Mizoram,Lawngtlai,22.448,92.882004,"Sandstone, siltstone and shale",2018.0,2
MZ/SAI/84F03/2020/7,Mizoram,Saiha,22.28,93.08,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/LAW/84B15/2018/30,Mizoram,Lawngtlai,22.379,92.858002,"Sandstone, siltstone and shale",2018.0,2
MZ/LAW/84B11/2020/43,Mizoram,Lawngtlai,22.37,92.63,Sandstone and siltstone,2020.0,2
MZ/MAM/84A10/2015/130,Mizoram,Mamit,23.726694,92.557778,"Grey sandy splintery shale, siltstone and mudstone",2015.0,2
MZ/LUN/84A12/2018/70,Mizoram,Lunglei,23.214001,92.588608,Sandstone-shale,2018.0,2
MZ/AIZ/83D16/2016/61,Mizoram,Aizawl,24.077014,92.790809,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/LAW/84B10/2020/44,Mizoram,Lawngtlai,22.55,92.54,"Shale, siltstone and mudstone with sandstone",2020.0,2
MZ/SER/84A15/2016/120,Mizoram,Serchhip,23.297637,92.74119,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/AIZ/84A14/2015/65,Mizoram,Aizawl,23.682158,92.858383,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/CHA/84E01/2017/4,Mizoram,Champhai,23.881639,93.234642,"Siltstone, shale and sandstone  with coal streaks",2017.0,2
MZ/LUN/84B13/2018/21,Mizoram,Lunglei,22.815697,92.802696,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MIZO/LUN/84B13/2005/E-17,Mizoram,Lunglei,22.90442,92.72281, ,2005.0,2
MZ/KOL/83D12/2016/13,Mizoram,Kolasib,24.030186,92.673377,"Shale,  siltstone and  fossiliferous sandstone",2016.0,2
MZ/LAW/84B10/2020/32,Mizoram,Lawngtlai,22.68,92.58,Soft friable grey sandstone,2020.0,2
MZ/SER/84A16/2018/35,Mizoram,Serchhip,23.23,92.919724,Shale-sandstone,2018.0,2
MZ/CHA/84E02/2017/0085,Mizoram,Champhai,23.644469,93.068299,shale/sandstone,2017.0,2
MZ/SER/84E03/2017/4,Mizoram,Serchhip,23.457028,93.006722,"Sandstone with subordinate siltstone mudstone, sh",2017.0,2
MZ/LAW/84B16/2020/3,Mizoram,Lawngtlai,22.15,92.78,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/LAW/84B11/2020/54,Mizoram,Lawngtlai,22.43,92.71,"Siltstone, micaceous sandstone & splintery shale",2020.0,2
MZ/LUN/84B10/2020/67,Mizoram,Lunglei,22.71,92.66,Sandstone,2020.0,2
MZ/AIZ/84A10/2015/205,Mizoram,Aizawl,23.716333,92.688639,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/CHA/84E08/2017/17,Mizoram,Champhai,23.151444,93.282333,Ferruginous sandstone with splintery shale,2017.0,2
MZ/LUN/84A12/2018/35,Mizoram,Lunglei,23.091749,92.695419,Sandstone with thin bands of mud,2018.0,2
MZ/AIZ/84A14/2015/98,Mizoram,Aizawl,23.74425,92.968472,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/CHA/84E07/2017/108,Mizoram,Champhai,23.397861,93.3845,Olive green splintery shale with minor sandstone,2017.0,2
MZ/CHA/83H04/2017/6,Mizoram,Champhai,24.026138,93.240166,Shalesandstone intercalation,2017.0,2
MIZ/AIZ/84A13/2016/11,Mizoram,Aizawl,23.9395,92.927889,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/LUN/84A12/2018/76,Mizoram,Lunglei,23.083221,92.556969,Shale-sandstone,2018.0,2
MZ/LUN/84A16/2018/51,Mizoram,Lunglei,23.007998,92.808693,Massive grey compact sandstone,2018.0,2
MZ/LUN/84B13/2018/95,Mizoram,Lunglei,22.901287,92.882271,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E07/2017/44,Mizoram,Champhai,23.473662,93.312845,"Sandstone, shale, siltstone with conglomerate",2017.0,2
MZ/LAW/84B10/2020/4,Mizoram,Lawngtlai,22.61,92.66,"Sandstone, siltstone and shale",2020.0,2
MZ/LAW/84B11/2020/3,Mizoram,Lawngtlai,22.43,92.75,Sandstone,2020.0,2
MZ/LAW/84B16/2020/8,Mizoram,Saiha,22.21,92.96,"Grey sandy splintery shale, siltstone and mudstone",2020.0,2
MZ/CHA/84E02/2017/0095,Mizoram,Champhai,23.695088,93.041426,sandstone (Upper Bhuban),2017.0,2
MZ/LUN/84B09/2018/12,Mizoram,Lunglei,22.883036,92.557152,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E07/2017/76,Mizoram,Champhai,23.26125,93.337222,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LUN/84B13/2018/10,Mizoram,Lunglei,22.795282,92.813881,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/AIZ/84E01/2017/105,Mizoram,Aizawl,23.805779,93.027115,Shalesiltstonesandstone intercalation,2017.0,2
MIZO/AIZ/84A10/2007/E-1,Mizoram,Aizawl,23.406389,92.75325,Silt and shale,2007.0,2
MIZ/AIZ/84A13/2016/16,Mizoram,Aizawl,23.872722,92.874083,Shale and sandstone,2016.0,2
MZ/AIZ/84E01/2017/101,Mizoram,Aizawl,23.797361,93.040916,Sandstoneshale intercalation,2017.0,2
MZ/LUN/84B09/2018/4,Mizoram,Lunglei,22.790684,92.614983,Shale-siltstone sequence with sandstone,2018.0,2
MZ/CHA/84E06/2017/25,Mizoram,Champhai,23.514479,93.369982,Siltstone/Shale,2017.0,2
MZ/LUN/84B09/2018/10,Mizoram,Lunglei,22.880117,92.831108,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E07/2017/77,Mizoram,Champhai,23.367333,93.380083,Olive green splintery shale with minor sandstone,2017.0,2
MZ/SER/84A15/2016/129,Mizoram,Serchhip,23.387328,92.933397,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/LUN/84B13/2018/90,Mizoram,Lunglei,22.898329,92.893478,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/AIZ/83D16/2016/32,Mizoram,Aizawl,24.237872,92.798117,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/AIZ/83D16/2016/116,Mizoram,Aizawl,24.182783,92.949911,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/CHA/84E02/2017/0062,Mizoram,Champhai,23.694333,93.183335,"shale, siltstone",2017.0,2
MZ/AIZ/83H04/2017/11,Mizoram,Aizawl,24.047916,93.056946,Sandstone,2017.0,2
MZ/CHA/84E03/2017/71,Mizoram,Champhai,23.384222,93.145528,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LUN/84B13/2018/13,Mizoram,Lunglei,22.80291,92.81369,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E08/2017/8,Mizoram,Champhai,23.21475,93.261139,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LAW/84B14/2018/49,Mizoram,Lawngtlai,22.538,92.857002,Sandstone and siltstone,2018.0,2
MZ/SAI/84B15/2018/61,Mizoram,Saiha,22.455,92.959999,Sandstone and siltstone,2018.0,2
MZ/SER/84A15/2016/62,Mizoram,Serchhip,23.447015,92.866917,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/SER/84A15/2016/68,Mizoram,Serchhip,23.447093,92.863082,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/AIZ/84A10/2015/199,Mizoram,Aizawl,23.721167,92.675056,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/CHA/84E02/2017/6,Mizoram,Champhai,23.69159,93.190067,shale and siltstone (Jenam),2017.0,2
MZ/SER/84F01/2018/13,Mizoram,Champhai,23.182417,93.246498,Ferrogenous sandstone with shale,2018.0,2
MZ/CHA/84E08/2017/2,Mizoram,Champhai,23.051673,93.306394,Olive green splintery shale with minor sandstone,2017.0,2
MZ/SER/84A15/2016/37,Mizoram,Serchhip,23.321505,92.854734,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/LUN/84B13/2018/93,Mizoram,Lunglei,22.899906,92.868828,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/AIZ/83D16/2016/35,Mizoram,Aizawl,24.010279,92.767056,"Sandstone, shale, siltstone and conglomerate",2016.0,2
MZ/LAW/84B15/2018/22,Mizoram,Lawngtlai,22.445999,92.874001,"Sandstone, siltstone and shale",2018.0,2
MZ/CHA/84E07/2017/86,Mizoram,Champhai,23.376472,93.384778,Olive green splintery shale with minor sandstone,2017.0,2
"MZ/LAW/84B14/2018/29
",Mizoram,"Lawngtlai
",22.503,92.889,"Sandstone, siltstone and shale",2018.0,2
MZ/KLS/83D11/2020/18,Mizoram,Kolasib,24.26,92.67,Weathered sandstone and siltstone intercalation,2020.0,2
MZ/LUN/84B13/2018/111,Mizoram,Lunglei,22.940655,92.833038,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E06/2017/24,Mizoram,Champhai,23.654025,93.287022,shale dominant with sandstone,2017.0,2
MZ/LAW/84B11/2020/7,Mizoram,Lawngtlai,22.34,92.75,Sandstone and siltstone,2020.0,2
MZ/SER/84A15/2016/2,Mizoram,Serchhip,23.305259,92.809736,"Sandstone, shale with fossiliferous limestone",2016.0,2
MZ/SER/84A16/2018/39,Mizoram,Serchhip,23.223055,92.931114,Shale,2018.0,2
MZ/LAW/84B12/2020/26,Mizoram,Lawngtlai,22.16,92.62,Sandstone and siltstone,2020.0,2
MZ/AIZ/84E01/2017/58,Mizoram,Aizawl,23.969223,93.016335,Sandstone,2017.0,2
MZ/SER/84A15/2016/45,Mizoram,Serchhip,23.321765,92.8589,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/AIZ/83D16/2016/63,Mizoram,Aizawl,24.070285,92.787738,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/CHA/84E08/2017/28,Mizoram,Champhai,23.141445,93.33848,Ferruginous sandstone with splintery shale,2017.0,2
MZ/AIZ/84A10/2015/206,Mizoram,Aizawl,23.739417,92.699917,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/LUN/84B13/2018/96,Mizoram,Lunglei,22.902414,92.829948,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E07/2017/17,Mizoram,Champhai,23.455367,93.362276,Olive green splintery shale with minor sandstone,2017.0,2
MZ/MAM/83D08/2020/20,Mizoram,Mamit,24.1,92.42,"Shale, siltstone and mudstone with sandstone",2020.0,2
MZ/MAM/84A05/2020/10,Mizoram,Mamit,23.95,92.37,Shale-siltstone sequence with sandstone,2020.0,2
MZ/SAI/84F03/2020/32,Mizoram,Saiha,22.4,93.13,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/CHA/84E03/2017/37,Mizoram,Champhai,23.473611,93.243069,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LUN/84B05/2020/27,Mizoram,Lunglei,22.9,92.46,"Shale, siltstone and mudstone with sandstone",2020.0,2
MZ/SER/84A15/2016/7,Mizoram,Serchhip,23.275305,92.850377,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/AIZ/84A10/2015/183,Mizoram,Aizawl,23.712694,92.66025,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/AIZ/83D16/2016/126,Mizoram,Aizawl,24.197817,92.993923,"Sandstone with subordinate siltstone, mudstone and shale",2016.0,2
MZ/SAI/84B15/2018/52,Mizoram,Saiha,22.475,92.964996,Sandstone and siltstone,2018.0,2
MZ/SAI/84B15/2019/4,Mizoram,Saiha,22.368999,92.934998,"Sandstone, siltstone and shale",2019.0,2
MZ/CHA/84E03/2017/44,Mizoram,Champhai,23.299073,93.057068,"Sandstone with subordinate siltstone mudstone, sh",2017.0,2
MZ/CHA/84E07/2017/72,Mizoram,Champhai,23.261944,93.295194,Olive green splintery shale with minor sandstone,2017.0,2
MZ/SAI/84B15/2018/60,Mizoram,Saiha,22.381001,92.978996,Sandstone and siltstone,2018.0,2
MZ/CHA/84E07/2017/120,Mizoram,Champhai,23.419417,93.333333,"Sequence of sandstone,siltstone and shale",2017.0,2
MZ/SER/84A16/2018/34,Mizoram,Serchhip,23.228361,92.916832,Shale,2018.0,2
MZ/LUN/84B09/2018/23,Mizoram,Lunglei,22.969807,92.729706,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/LAW/84B14/2018/13,Mizoram,Lawngtlai,22.53544,92.893059,"Sandstone, siltstone and shale",2018.0,2
MZ/AIZ/84A10/2015/224,Mizoram,Aizawl,23.737083,92.703889,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/KOL/83D12/2016/15,Mizoram,Aizawl,24.025542,92.91546,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/AIZ/84A10/2015/186,Mizoram,Aizawl,23.745639,92.694361,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/LUN/84B10/2020/57,Mizoram,Lunglei,22.66,92.67,Sandstone,2020.0,2
MZ/CHA/84E01/2017/10,Mizoram,Champhai,23.942722,93.213531,Shalesandstone intercalation,2017.0,2
MZ/MAM/84A10/2015/133,Mizoram,Mamit,23.690722,92.570139,"Grey sandy splintery shale, siltstone and mudstone",2015.0,2
MZ/CHA/84E02/2017/0087,Mizoram,Champhai,23.638822,93.066182,sandstone,2017.0,2
MIZO/LUN/84B13/2005/E-20,Mizoram,Lunglei,22.90175,92.83233, ,2005.0,2
MZ/LUN/84A16/2018/8,Mizoram,Lunglei,23.117416,92.79612,Sandstone-Shale,2018.0,2
MZ/CHA/84E02/2017/13,Mizoram,Champhai,23.707126,93.187183,"shale,siltstone (Jenam)",2017.0,2
MZ/CHA/84E01/2017/37,Mizoram,Champhai,23.799166,93.132919,Shalesandstone intercalation,2017.0,2
MZ/CHA/84E07/2017/54,Mizoram,Champhai,23.482322,93.310052,"Sandstone, shale, siltstone with conglomerate",2017.0,2
MZ/CHA/84E07/2017/21,Mizoram,Champhai,23.458538,93.260555,Olive green splintery shale with minor sandstone,2017.0,2
MZ/CHA/84E08/2017/47,Mizoram,Champhai,23.059174,93.276033,Ferruginous sandstone with splintery shale,2017.0,2
MZ/AIZ/83D16/2016/55,Mizoram,Aizawl,24.125996,92.805874,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/LUN/84B13/2018/85,Mizoram,Lunglei,22.892977,92.947433,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E08/2017/31,Mizoram,Champhai,23.14046,93.343507,Olive green splintery shale with minor sandstone,2017.0,2
MZ/AIZ/83D16/2016/87,Mizoram,Aizawl,24.078041,92.914114,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/CHA/84E05/2017/18,Mizoram,Champhai,23.999111,93.285309,Shale,2017.0,2
MZ/AIZ/83H04/2017/4,Mizoram,Aizawl,24.001167,93.037613,"Siltstone, shale and sandstone  with coal streaks",2017.0,2
MZ/LUN/84B09/2018/2,Mizoram,Lunglei,22.786629,92.62748,Shale-siltstone sequence with sandstone,2018.0,2
MZ/LAW/84B15/2018/28,Mizoram,Lawngtlai,22.385,92.857002,"Sandstone, siltstone and shale",2018.0,2
MZ/CHA/83H04/2017/2,Mizoram,Champhai,24.039833,93.232864,Shale,2017.0,2
MZ/SER/84F01/2018/18,Mizoram,Champhai,23.244541,93.099533,Olive green splintery shale with minor sandstone,2018.0,2
MZ/LUN/84B13/2018/81,Mizoram,Lunglei,22.889872,92.903984,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E06/2017/23,Mizoram,Champhai,23.512147,93.359164,Siltstone/Shale,2017.0,2
MZ/CHA/83H04/2017/7,Mizoram,Champhai,24.02025,93.243973,Shalesandstonesiltstone intercalation,2017.0,2
MZ/CHA/84E07/2017/121,Mizoram,Champhai,23.4195,93.331917,"Sequence of sandstone,siltstone and shale",2017.0,2
MZ/AIZ/84E01/2017/87,Mizoram,Aizawl,23.958944,93.022781,"Sandstone, loose friable",2017.0,2
MZ/LAW/84B10/2020/41,Mizoram,Lawngtlai,22.71,92.54,Sandstone and siltstone,2020.0,2
MZ/LAW/84B14/2018/46,Mizoram,Lawngtlai,22.525,92.864998,Sandstone and siltstone,2018.0,2
MZ/LAW/84B10/2020/13,Mizoram,Lawngtlai,22.52,92.71,Shale and siltstone,2020.0,2
MZ/CHA/84E03/2017/21,Mizoram,Champhai,23.447639,93.223611,Olive green splintery shale with minor sandstone,2017.0,2
MZ/CHA/84E02/2017/0083,Mizoram,Champhai,23.677967,93.087973,sandstone with shale intercalation,2017.0,2
MZ/LUN/84B13/2018/42,Mizoram,Lunglei,22.839445,92.95668,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/LUN/84B10/2020/54,Mizoram,Lunglei,22.65,92.67,sandstone shale intercalation,2020.0,2
MZ/LAW/84B14/2018/39,Mizoram,Lawngtlai,22.530001,92.890999,Sandstone and siltstone,2018.0,2
MZ/AIZ/83D16/2016/44,Mizoram,Aizawl,24.040967,92.774357,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/AIZ/83D16/2016/78,Mizoram,Aizawl,24.037574,92.922489,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/LUN/84B09/2018/19,Mizoram,Lunglei,22.913624,92.508827,Shale-siltstone sequence with sandstone,2018.0,2
MZ/AIZ/84E01/2017/69,Mizoram,Aizawl,23.894444,93.019279,Sandstone,2017.0,2
MZ/SER/84A15/2016/69,Mizoram,Serchhip,23.44608,92.861819,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MIZ/AIZ/84A13/2016/33,Mizoram,Aizawl,23.856821,92.833784,Sandstone and shale,2016.0,2
MZ/LUN/84A16/2018/50,Mizoram,Lunglei,23.005556,92.810555,Grey splintery shale,2018.0,2
MZ/CHA/84E07/2017/25,Mizoram,Champhai,23.461111,93.320472,"Sequence of sandstone,siltstone and shale",2017.0,2
MZ/CHA/83H08/2017/2,Mizoram,Champhai,24.003889,93.323502,Shalesandstone intercalation,2017.0,2
MZ/LUN/84A16/2018/75,Mizoram,Lunglei,23.019981,92.920921,Massive micaceous sandstone,2018.0,2
MZ/LAW/84B14/2018/20,Mizoram,Lawngtlai,22.577583,92.870277,"Sandstone, siltstone and shale",2018.0,2
MZ/CHA/84E05/2017/5,Mizoram,Champhai,23.753222,93.377281,Sandstoneshale intercalation,2017.0,2
MZ/LAW/84B15/2018/20,Mizoram,Lawngtlai,22.468,92.873001,"Sandstone, siltstone and shale",2018.0,2
MZ/AIZ/83D16/2016/53,Mizoram,Aizawl,24.125294,92.805847,Splintery shale with  siltstone and conglomerate,2016.0,2
MIZ/AIZ/84A09/2016/60,Mizoram,Kolasib,23.9865,92.709806,Sandstone and shale,2016.0,2
MZ/SER/84E03/2017/2,Mizoram,Serchhip,23.456613,93.006652,"Sandstone with subordinate siltstone mudstone, sh",2017.0,2
MZ/LAW/84B15/2018/29,Mizoram,Lawngtlai,22.385,92.858002,"Sandstone, siltstone and shale",2018.0,2
MZ/AIZ/83D16/2016/27,Mizoram,Aizawl,24.220596,92.802961,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/MAM/84A10/2015/132,Mizoram,Mamit,23.695083,92.570639,"Grey sandy splintery shale, siltstone and mudstone",2015.0,2
MZ/LUN/84A12/2018/58,Mizoram,Lunglei,23.20875,92.538361,Splintery grey shale with thin bands of sandstone & siltstone,2018.0,2
MZ/CHA/84E02/2017/0072,Mizoram,Champhai,23.597403,93.094131,massive sandstone,2017.0,2
MZ/LUN/84B05/2020/31,Mizoram,Lunglei,22.93,92.49,Shale-siltstone sequence with sandstone,2020.0,2
MZ/AIZ/83D16/2016/122,Mizoram,Aizawl,24.199114,92.992916,"Sandstone with subordinate siltstone, mudstone and shale",2016.0,2
MZ/SER/84A15/2016/86,Mizoram,Serchhip,23.486909,92.856282,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/KOL/83D12/2016/21,Mizoram,Kolasib,24.239118,92.639369,Ferruginous sandstone with siltstone and clay,2016.0,2
MZ/AIZ/83D16/2016/30,Mizoram,Aizawl,24.229303,92.819002,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/SER/84E03/2017/7,Mizoram,Serchhip,23.461248,93.012863,"Sandstone with subordinate siltstone mudstone, sh",2017.0,2
MZ/AIZ/84E01/2017/88,Mizoram,Aizawl,23.913445,93.023941,Sandstoneshale intercalation,2017.0,2
MZ/LAW/84B11/2020/52,Mizoram,Lawngtlai,22.41,92.64,"Micaceous sandy shale, siltstone and sandstone",2020.0,2
MZ/CHA/84E02/2017/0117,Mizoram,Champhai,23.63797,93.078826,splintery shale/siltstone,2017.0,2
MZ/CHA/84E02/2017/5,Mizoram,Champhai,23.689282,93.039041,sandstone/shale,2017.0,2
MZ/SAI/84F04/2020/5,Mizoram,Saiha,22.18,93.01,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/LUN/84B13/2018/98,Mizoram,Lunglei,22.903807,92.757401,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/CHA/84E03/2017/72,Mizoram,Champhai,23.387194,93.147806,Olive green splintery shale with minor sandstone,2017.0,2
MZ/LAW/84B16/2020/23,Mizoram,Saiha,22.19,92.98,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/AIZ/83D16/2016/79,Mizoram,Aizawl,24.056205,92.916817,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/CHA/84E07/2017/10,Mizoram,Champhai,23.43179,93.339128,"Sequence of sandstone,siltstone and shale",2017.0,2
MZ/LUN/84B13/2018/32,Mizoram,Lunglei,22.834824,92.758766,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/LUN/84B13/2018/47,Mizoram,Lunglei,22.844219,92.955048,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/LUN/84F01/2018/3,Mizoram,Lunglei,22.983683,93.038437,"Grey sandy splintery shale, siltstone and mudstone",2018.0,2
MZ/CHA/84E01/2017/9,Mizoram,Champhai,23.908806,93.180832,Sandstoneshalesiltstone intercalation,2017.0,2
MZ/AIZ/84E01/2017/55,Mizoram,Aizawl,23.777805,93.00489,"Siltstone, shale and sandstone  with coal streaks",2017.0,2
MZ/LUN/84A16/2018/7,Mizoram,Lunglei,23.111578,92.789795,Shale-siltstone,2018.0,2
MZ/AIZ/84A14/2015/85,Mizoram,Aizawl,23.695528,92.884167,"Sandstone with subordinate siltstone, mudstone and shale",2015.0,2
MZ/SAI/84F03/2020/2,Mizoram,Saiha,22.41,93.02,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MZ/SER/84A15/2016/38,Mizoram,Serchhip,23.320815,92.854748,"Grey sandy splintery shale, siltstone and mudstone",2016.0,2
MZ/MAM/84A10/2015/122,Mizoram,Mamit,23.67425,92.587278,"Grey sandy splintery shale, siltstone and mudstone",2015.0,2
MZ/LUN/84A12/2018/48,Mizoram,Lunglei,23.196638,92.679802,Shale-sandstone,2018.0,2
MZ/CHA/84E07/2017/70,Mizoram,Champhai,23.36545,93.377907,Olive green splintery shale with minor sandstone,2017.0,2
MZ/AIZ/84E01/2017/96,Mizoram,Aizawl,23.872055,93.094276,Sandstone,2017.0,2
MZ/AIZ/83D16/2016/67,Mizoram,Aizawl,24.043187,92.77542,Splintery shale with  siltstone and conglomerate,2016.0,2
MZ/LAW/84B11/2020/59,Mizoram,Lawngtlai,22.5,92.68,"Sandstone with subordinate siltstone,mudstone, shale",2020.0,2
MIZ/AIZ/84A13/2016/38,Mizoram,Aizawl,23.822086,92.826497,Sandstone,2016.0,2
MZ/AIZ/83D16/2016/97,Mizoram,Aizawl,24.030416,92.901491,"Sandstone, shale, siltstone and conglomerate",2016.0,2
MZ/LUN/84B13/2018/71,Mizoram,Lunglei,22.872299,92.815971,"Sandstone with subordinate siltstone,mudstone, shale",2018.0,2
MZ/SER/84A15/2016/83,Mizoram,Serchhip,23.448368,92.899862,"Sandstone with subordinate siltstone, mudstone and shale",2016.0,2
MZ/LAW/84B12/2020/1,Mizoram,Lawngtlai,22.24,92.69,"Siltstone, micaceous sandstone & splintery shale",2020.0,2
