slope_deg,rainfall_24h_mm,rainfall_72h_mm,soil_moisture,elevation_m,lithology_code,ndvi,landslide_risk_level,event_id,state,district,lat,lng,year,data_source
36.2,110.5,201.5,0.43,682.0,4,0.52,2,MZ/LUN/84B13/2018/96,Mizoram,Lunglei,22.902414,92.829948,2018,GSI_REAL
36.2,110.5,201.5,0.43,1343.0,4,0.52,2,MZ/CHA/84E07/2017/17,Mizoram,Champhai,23.455367,93.362276,2017,GSI_REAL
24.5,148.8,271.2,0.53,127.0,4,0.7,2,MZ/MAM/83D08/2020/20,Mizoram,Mamit,24.1,92.42,2020,GSI_REAL
24.5,148.8,271.2,0.53,759.0,4,0.7,2,MZ/MAM/84A05/2020/10,Mizoram,Mamit,23.95,92.37,2020,GSI_REAL
36.2,110.5,201.5,0.43,1381.0,4,0.52,2,MZ/SAI/84F03/2020/32,Mizoram,Saiha,22.4,93.13,2020,GSI_REAL
36.2,110.5,201.5,0.43,1109.0,4,0.52,2,MZ/CHA/84E03/2017/37,Mizoram,Champhai,23.473611,93.243069,2017,GSI_REAL
36.2,110.5,201.5,0.43,193.0,4,0.52,2,MZ/LUN/84B05/2020/27,Mizoram,Lunglei,22.9,92.46,2020,GSI_REAL
36.2,110.5,201.5,0.43,891.0,4,0.52,2,MZ/SER/84A15/2016/7,Mizoram,Serchhip,23.275305,92.850377,2016,GSI_REAL
36.2,110.5,201.5,0.43,294.0,4,0.52,2,MZ/AIZ/84A10/2015/183,Mizoram,Aizawl,23.712694,92.66025,2015,GSI_REAL
36.2,110.5,201.5,0.43,176.0,4,0.52,2,MZ/AIZ/83D16/2016/126,Mizoram,Aizawl,24.197817,92.993923,2016,GSI_REAL
36.2,110.5,201.5,0.43,457.0,4,0.52,2,MZ/SAI/84B15/2018/52,Mizoram,Saiha,22.475,92.964996,2018,GSI_REAL
36.2,110.5,201.5,0.43,429.0,4,0.52,2,MZ/SAI/84B15/2019/4,Mizoram,Saiha,22.368999,92.934998,2019,GSI_REAL
36.2,110.5,201.5,0.43,1205.0,4,0.52,2,MZ/CHA/84E03/2017/44,Mizoram,Champhai,23.299073,93.057068,2017,GSI_REAL
36.2,110.5,201.5,0.43,1367.0,4,0.52,2,MZ/CHA/84E07/2017/72,Mizoram,Champhai,23.261944,93.295194,2017,GSI_REAL
36.2,110.5,201.5,0.43,725.0,4,0.52,2,MZ/SAI/84B15/2018/60,Mizoram,Saiha,22.381001,92.978996,2018,GSI_REAL
36.2,110.5,201.5,0.43,1399.0,4,0.52,2,MZ/CHA/84E07/2017/120,Mizoram,Champhai,23.419417,93.333333,2017,GSI_REAL
36.2,110.5,201.5,0.43,537.0,4,0.52,2,MZ/SER/84A16/2018/34,Mizoram,Serchhip,23.228361,92.916832,2018,GSI_REAL
36.2,110.5,201.5,0.43,621.0,4,0.52,2,MZ/LUN/84B09/2018/23,Mizoram,Lunglei,22.969807,92.729706,2018,GSI_REAL
36.2,110.5,201.5,0.43,647.0,4,0.52,2,MZ/LAW/84B14/2018/13,Mizoram,Lawngtlai,22.53544,92.893059,2018,GSI_REAL
36.2,110.5,201.5,0.43,995.0,4,0.52,2,MZ/AIZ/84A10/2015/224,Mizoram,Aizawl,23.737083,92.703889,2015,GSI_REAL
36.2,110.5,201.5,0.43,857.0,4,0.52,2,MZ/KOL/83D12/2016/15,Mizoram,Aizawl,24.025542,92.91546,2016,GSI_REAL
36.2,110.5,201.5,0.43,854.0,4,0.52,2,MZ/AIZ/84A10/2015/186,Mizoram,Aizawl,23.745639,92.694361,2015,GSI_REAL
36.2,110.5,201.5,0.43,467.0,3,0.52,2,MZ/LUN/84B10/2020/57,Mizoram,Lunglei,22.66,92.67,2020,GSI_REAL
36.2,110.5,201.5,0.43,934.0,4,0.52,2,MZ/CHA/84E01/2017/10,Mizoram,Champhai,23.942722,93.213531,2017,GSI_REAL
36.2,110.5,201.5,0.43,978.0,4,0.52,2,MZ/MAM/84A10/2015/133,Mizoram,Mamit,23.690722,92.570139,2015,GSI_REAL
36.2,110.5,201.5,0.43,794.0,3,0.52,2,MZ/CHA/84E02/2017/0087,Mizoram,Champhai,23.638822,93.066182,2017,GSI_REAL
36.2,110.5,201.5,0.43,682.0,4,0.52,2,MIZO/LUN/84B13/2005/E-20,Mizoram,Lunglei,22.90175,92.83233,2005,GSI_REAL
36.2,110.5,201.5,0.43,877.0,4,0.52,2,MZ/LUN/84A16/2018/8,Mizoram,Lunglei,23.117416,92.79612,2018,GSI_REAL
36.2,110.5,201.5,0.43,1086.0,4,0.52,2,MZ/CHA/84E02/2017/13,Mizoram,Champhai,23.707126,93.187183,2017,GSI_REAL
36.2,110.5,201.5,0.43,1087.0,4,0.52,2,MZ/CHA/84E01/2017/37,Mizoram,Champhai,23.799166,93.132919,2017,GSI_REAL
36.2,110.5,201.5,0.43,1598.0,4,0.52,2,MZ/CHA/84E07/2017/54,Mizoram,Champhai,23.482322,93.310052,2017,GSI_REAL
36.2,110.5,201.5,0.43,746.0,4,0.52,2,MZ/CHA/84E07/2017/21,Mizoram,Champhai,23.458538,93.260555,2017,GSI_REAL
36.2,110.5,201.5,0.43,1344.0,4,0.52,2,MZ/CHA/84E08/2017/47,Mizoram,Champhai,23.059174,93.276033,2017,GSI_REAL
36.2,110.5,201.5,0.43,628.0,4,0.52,2,MZ/AIZ/83D16/2016/55,Mizoram,Aizawl,24.125996,92.805874,2016,GSI_REAL
36.2,110.5,201.5,0.43,585.0,4,0.52,2,MZ/LUN/84B13/2018/85,Mizoram,Lunglei,22.892977,92.947433,2018,GSI_REAL
36.2,110.5,201.5,0.43,1312.0,4,0.52,2,MZ/CHA/84E08/2017/31,Mizoram,Champhai,23.14046,93.343507,2017,GSI_REAL
36.2,110.5,201.5,0.43,752.0,4,0.52,2,MZ/AIZ/83D16/2016/87,Mizoram,Aizawl,24.078041,92.914114,2016,GSI_REAL
36.2,110.5,201.5,0.43,1334.0,4,0.52,2,MZ/CHA/84E05/2017/18,Mizoram,Champhai,23.999111,93.285309,2017,GSI_REAL
36.2,110.5,201.5,0.43,1305.0,4,0.52,2,MZ/AIZ/83H04/2017/4,Mizoram,Aizawl,24.001167,93.037613,2017,GSI_REAL
36.2,110.5,201.5,0.43,446.0,4,0.52,2,MZ/LUN/84B09/2018/2,Mizoram,Lunglei,22.786629,92.62748,2018,GSI_REAL
36.2,110.5,201.5,0.43,398.0,4,0.52,2,MZ/LAW/84B15/2018/28,Mizoram,Lawngtlai,22.385,92.857002,2018,GSI_REAL
36.2,110.5,201.5,0.43,893.0,4,0.52,2,MZ/CHA/83H04/2017/2,Mizoram,Champhai,24.039833,93.232864,2017,GSI_REAL
36.2,110.5,201.5,0.43,1172.0,4,0.52,2,MZ/SER/84F01/2018/18,Mizoram,Champhai,23.244541,93.099533,2018,GSI_REAL
36.2,110.5,201.5,0.43,666.0,4,0.52,2,MZ/LUN/84B13/2018/81,Mizoram,Lunglei,22.889872,92.903984,2018,GSI_REAL
36.2,110.5,201.5,0.43,1417.0,4,0.52,2,MZ/CHA/84E06/2017/23,Mizoram,Champhai,23.512147,93.359164,2017,GSI_REAL
36.2,110.5,201.5,0.43,572.0,4,0.52,2,MZ/CHA/83H04/2017/7,Mizoram,Champhai,24.02025,93.243973,2017,GSI_REAL
36.2,110.5,201.5,0.43,1399.0,4,0.52,2,MZ/CHA/84E07/2017/121,Mizoram,Champhai,23.4195,93.331917,2017,GSI_REAL
36.2,110.5,201.5,0.43,860.0,3,0.52,2,MZ/AIZ/84E01/2017/87,Mizoram,Aizawl,23.958944,93.022781,2017,GSI_REAL
36.2,110.5,201.5,0.43,106.0,4,0.52,2,MZ/LAW/84B10/2020/41,Mizoram,Lawngtlai,22.71,92.54,2020,GSI_REAL
36.2,110.5,201.5,0.43,816.0,4,0.52,2,MZ/LAW/84B14/2018/46,Mizoram,Lawngtlai,22.525,92.864998,2018,GSI_REAL
36.2,110.5,201.5,0.43,363.0,4,0.52,2,MZ/LAW/84B10/2020/13,Mizoram,Lawngtlai,22.52,92.71,2020,GSI_REAL
36.2,110.5,201.5,0.43,1523.0,4,0.52,2,MZ/CHA/84E03/2017/21,Mizoram,Champhai,23.447639,93.223611,2017,GSI_REAL
36.2,110.5,201.5,0.43,1139.0,4,0.52,2,MZ/CHA/84E02/2017/0083,Mizoram,Champhai,23.677967,93.087973,2017,GSI_REAL
36.2,110.5,201.5,0.43,1081.0,4,0.52,2,MZ/LUN/84B13/2018/42,Mizoram,Lunglei,22.839445,92.95668,2018,GSI_REAL
36.2,110.5,201.5,0.43,374.0,4,0.52,2,MZ/LUN/84B10/2020/54,Mizoram,Lunglei,22.65,92.67,2020,GSI_REAL
36.2,110.5,201.5,0.43,699.0,4,0.52,2,MZ/LAW/84B14/2018/39,Mizoram,Lawngtlai,22.530001,92.890999,2018,GSI_REAL
36.2,110.5,201.5,0.43,746.0,4,0.52,2,MZ/AIZ/83D16/2016/44,Mizoram,Aizawl,24.040967,92.774357,2016,GSI_REAL
36.2,110.5,201.5,0.43,791.0,4,0.52,2,MZ/AIZ/83D16/2016/78,Mizoram,Aizawl,24.037574,92.922489,2016,GSI_REAL
36.2,110.5,201.5,0.43,87.0,4,0.52,2,MZ/LUN/84B09/2018/19,Mizoram,Lunglei,22.913624,92.508827,2018,GSI_REAL
36.2,110.5,201.5,0.43,990.0,3,0.52,2,MZ/AIZ/84E01/2017/69,Mizoram,Aizawl,23.894444,93.019279,2017,GSI_REAL
36.2,110.5,201.5,0.43,844.0,4,0.52,2,MZ/SER/84A15/2016/69,Mizoram,Serchhip,23.44608,92.861819,2016,GSI_REAL
36.2,110.5,201.5,0.43,213.0,4,0.52,2,MIZ/AIZ/84A13/2016/33,Mizoram,Aizawl,23.856821,92.833784,2016,GSI_REAL
36.2,110.5,201.5,0.43,847.0,4,0.52,2,MZ/LUN/84A16/2018/50,Mizoram,Lunglei,23.005556,92.810555,2018,GSI_REAL
36.2,110.5,201.5,0.43,1361.0,4,0.52,2,MZ/CHA/84E07/2017/25,Mizoram,Champhai,23.461111,93.320472,2017,GSI_REAL
36.2,110.5,201.5,0.43,734.0,4,0.52,2,MZ/CHA/83H08/2017/2,Mizoram,Champhai,24.003889,93.323502,2017,GSI_REAL
36.2,110.5,201.5,0.43,804.0,3,0.52,2,MZ/LUN/84A16/2018/75,Mizoram,Lunglei,23.019981,92.920921,2018,GSI_REAL
36.2,110.5,201.5,0.43,995.0,4,0.52,2,MZ/LAW/84B14/2018/20,Mizoram,Lawngtlai,22.577583,92.870277,2018,GSI_REAL
36.2,110.5,201.5,0.43,1456.0,4,0.52,2,MZ/CHA/84E05/2017/5,Mizoram,Champhai,23.753222,93.377281,2017,GSI_REAL
36.2,110.5,201.5,0.43,464.0,4,0.52,2,MZ/LAW/84B15/2018/20,Mizoram,Lawngtlai,22.468,92.873001,2018,GSI_REAL
36.2,110.5,201.5,0.43,628.0,4,0.52,2,MZ/AIZ/83D16/2016/53,Mizoram,Aizawl,24.125294,92.805847,2016,GSI_REAL
36.2,110.5,201.5,0.43,516.0,4,0.52,2,MIZ/AIZ/84A09/2016/60,Mizoram,Kolasib,23.9865,92.709806,2016,GSI_REAL
36.2,110.5,201.5,0.43,1367.0,4,0.52,2,MZ/SER/84E03/2017/2,Mizoram,Serchhip,23.456613,93.006652,2017,GSI_REAL
36.2,110.5,201.5,0.43,398.0,4,0.52,2,MZ/LAW/84B15/2018/29,Mizoram,Lawngtlai,22.385,92.858002,2018,GSI_REAL
36.2,110.5,201.5,0.43,576.0,4,0.52,2,MZ/AIZ/83D16/2016/27,Mizoram,Aizawl,24.220596,92.802961,2016,GSI_REAL
36.2,110.5,201.5,0.43,788.0,4,0.52,2,MZ/MAM/84A10/2015/132,Mizoram,Mamit,23.695083,92.570639,2015,GSI_REAL
36.2,110.5,201.5,0.43,705.0,4,0.52,2,MZ/LUN/84A12/2018/58,Mizoram,Lunglei,23.20875,92.538361,2018,GSI_REAL
36.2,110.5,201.5,0.43,1101.0,3,0.52,2,MZ/CHA/84E02/2017/0072,Mizoram,Champhai,23.597403,93.094131,2017,GSI_REAL
36.2,110.5,201.5,0.43,37.0,4,0.52,2,MZ/LUN/84B05/2020/31,Mizoram,Lunglei,22.93,92.49,2020,GSI_REAL
36.2,110.5,201.5,0.43,176.0,4,0.52,2,MZ/AIZ/83D16/2016/122,Mizoram,Aizawl,24.199114,92.992916,2016,GSI_REAL
36.2,110.5,201.5,0.43,747.0,4,0.52,2,MZ/SER/84A15/2016/86,Mizoram,Serchhip,23.486909,92.856282,2016,GSI_REAL
24.5,148.8,271.2,0.53,90.0,4,0.7,2,MZ/KOL/83D12/2016/21,Mizoram,Kolasib,24.239118,92.639369,2016,GSI_REAL
36.2,110.5,201.5,0.43,547.0,4,0.52,2,MZ/AIZ/83D16/2016/30,Mizoram,Aizawl,24.229303,92.819002,2016,GSI_REAL
36.2,110.5,201.5,0.43,1367.0,4,0.52,2,MZ/SER/84E03/2017/7,Mizoram,Serchhip,23.461248,93.012863,2017,GSI_REAL
36.2,110.5,201.5,0.43,967.0,4,0.52,2,MZ/AIZ/84E01/2017/88,Mizoram,Aizawl,23.913445,93.023941,2017,GSI_REAL
36.2,110.5,201.5,0.43,90.0,4,0.52,2,MZ/LAW/84B11/2020/52,Mizoram,Lawngtlai,22.41,92.64,2020,GSI_REAL
36.2,110.5,201.5,0.43,1015.0,4,0.52,2,MZ/CHA/84E02/2017/0117,Mizoram,Champhai,23.63797,93.078826,2017,GSI_REAL
36.2,110.5,201.5,0.43,666.0,4,0.52,2,MZ/CHA/84E02/2017/5,Mizoram,Champhai,23.689282,93.039041,2017,GSI_REAL
36.2,110.5,201.5,0.43,1094.0,4,0.52,2,MZ/SAI/84F04/2020/5,Mizoram,Saiha,22.18,93.01,2020,GSI_REAL
36.2,110.5,201.5,0.43,1091.0,4,0.52,2,MZ/LUN/84B13/2018/98,Mizoram,Lunglei,22.903807,92.757401,2018,GSI_REAL
36.2,110.5,201.5,0.43,1067.0,4,0.52,2,MZ/CHA/84E03/2017/72,Mizoram,Champhai,23.387194,93.147806,2017,GSI_REAL
36.2,110.5,201.5,0.43,900.0,4,0.52,2,MZ/LAW/84B16/2020/23,Mizoram,Saiha,22.19,92.98,2020,GSI_REAL
36.2,110.5,201.5,0.43,813.0,4,0.52,2,MZ/AIZ/83D16/2016/79,Mizoram,Aizawl,24.056205,92.916817,2016,GSI_REAL
36.2,110.5,201.5,0.43,1263.0,4,0.52,2,MZ/CHA/84E07/2017/10,Mizoram,Champhai,23.43179,93.339128,2017,GSI_REAL
36.2,110.5,201.5,0.43,547.0,4,0.52,2,MZ/LUN/84B13/2018/32,Mizoram,Lunglei,22.834824,92.758766,2018,GSI_REAL
36.2,110.5,201.5,0.43,1081.0,4,0.52,2,MZ/LUN/84B13/2018/47,Mizoram,Lunglei,22.844219,92.955048,2018,GSI_REAL
36.2,110.5,201.5,0.43,578.0,4,0.52,2,MZ/LUN/84F01/2018/3,Mizoram,Lunglei,22.983683,93.038437,2018,GSI_REAL
36.2,110.5,201.5,0.43,1124.0,4,0.52,2,MZ/CHA/84E01/2017/9,Mizoram,Champhai,23.908806,93.180832,2017,GSI_REAL
36.2,110.5,201.5,0.43,824.0,4,0.52,2,MZ/AIZ/84E01/2017/55,Mizoram,Aizawl,23.777805,93.00489,2017,GSI_REAL
36.2,110.5,201.5,0.43,806.0,4,0.52,2,MZ/LUN/84A16/2018/7,Mizoram,Lunglei,23.111578,92.789795,2018,GSI_REAL
36.2,110.5,201.5,0.43,429.0,4,0.52,2,MZ/AIZ/84A14/2015/85,Mizoram,Aizawl,23.695528,92.884167,2015,GSI_REAL
36.2,110.5,201.5,0.43,1245.0,4,0.52,2,MZ/SAI/84F03/2020/2,Mizoram,Saiha,22.41,93.02,2020,GSI_REAL
36.2,110.5,201.5,0.43,788.0,4,0.52,2,MZ/SER/84A15/2016/38,Mizoram,Serchhip,23.320815,92.854748,2016,GSI_REAL
36.2,110.5,201.5,0.43,988.0,4,0.52,2,MZ/MAM/84A10/2015/122,Mizoram,Mamit,23.67425,92.587278,2015,GSI_REAL
36.2,110.5,201.5,0.43,1129.0,4,0.52,2,MZ/LUN/84A12/2018/48,Mizoram,Lunglei,23.196638,92.679802,2018,GSI_REAL
36.2,110.5,201.5,0.43,932.0,4,0.52,2,MZ/CHA/84E07/2017/70,Mizoram,Champhai,23.36545,93.377907,2017,GSI_REAL
36.2,110.5,201.5,0.43,819.0,3,0.52,2,MZ/AIZ/84E01/2017/96,Mizoram,Aizawl,23.872055,93.094276,2017,GSI_REAL
36.2,110.5,201.5,0.43,937.0,4,0.52,2,MZ/AIZ/83D16/2016/67,Mizoram,Aizawl,24.043187,92.77542,2016,GSI_REAL
36.2,110.5,201.5,0.43,888.0,4,0.52,2,MZ/LAW/84B11/2020/59,Mizoram,Lawngtlai,22.5,92.68,2020,GSI_REAL
36.2,110.5,201.5,0.43,431.0,3,0.52,2,MIZ/AIZ/84A13/2016/38,Mizoram,Aizawl,23.822086,92.826497,2016,GSI_REAL
36.2,110.5,201.5,0.43,1007.0,4,0.52,2,MZ/AIZ/83D16/2016/97,Mizoram,Aizawl,24.030416,92.901491,2016,GSI_REAL
36.2,110.5,201.5,0.43,871.0,4,0.52,2,MZ/LUN/84B13/2018/71,Mizoram,Lunglei,22.872299,92.815971,2018,GSI_REAL
36.2,110.5,201.5,0.43,833.0,4,0.52,2,MZ/SER/84A15/2016/83,Mizoram,Serchhip,23.448368,92.899862,2016,GSI_REAL
36.2,110.5,201.5,0.43,251.0,4,0.52,2,MZ/LAW/84B12/2020/1,Mizoram,Lawngtlai,22.24,92.69,2020,GSI_REAL
36.2,110.5,201.5,0.43,610.0,3,0.52,2,MZ/LUN/84B10/2020/64,Mizoram,Lunglei,22.7,92.66,2020,GSI_REAL
36.2,110.5,201.5,0.43,628.0,4,0.52,2,MZ/CHA/84E08/2017/37,Mizoram,Champhai,23.135434,93.368506,2017,GSI_REAL
36.2,110.5,201.5,0.43,495.0,4,0.52,2,MZ/SAI/84B15/2018/59,Mizoram,Saiha,22.392,92.978996,2018,GSI_REAL
36.2,110.5,201.5,0.43,1123.0,4,0.52,2,MZ/LUN/84B13/2018/17,Mizoram,Lunglei,22.804701,92.816734,2018,GSI_REAL
36.2,110.5,201.5,0.43,1499.0,4,0.52,2,MZ/CHA/84E08/2017/7,Mizoram,Champhai,23.237767,93.308461,2017,GSI_REAL
36.2,110.5,201.5,0.43,820.0,4,0.52,2,MZ/CHA/84E03/2017/65,Mizoram,Champhai,23.378571,93.218843,2017,GSI_REAL
36.2,110.5,201.5,0.43,371.0,4,0.52,2,MZ/KOL/83D15/2020/39,Mizoram,Kolasib,24.36,92.83,2020,GSI_REAL
36.2,110.5,201.5,0.43,425.0,4,0.52,2,MZ/KOL/83D15/2020/32,Mizoram,Kolasib,24.35,92.85,2020,GSI_REAL
36.2,110.5,201.5,0.43,402.0,3,0.52,2,MZ/LUN/84A16/2018/68,Mizoram,Lunglei,23.07859,92.870544,2018,GSI_REAL
36.2,110.5,201.5,0.43,1216.0,4,0.52,2,MZ/SER/84F01/2018/6,Mizoram,Serchhip,23.124069,93.145889,2018,GSI_REAL
36.2,110.5,201.5,0.43,1077.0,4,0.52,2,MZ/AIZ/84A14/2015/102,Mizoram,Aizawl,23.655417,92.957167,2015,GSI_REAL
36.2,110.5,201.5,0.43,1117.0,4,0.52,2,MZ/LAW/84B14/2018/22,Mizoram,Lawngtlai,22.586,92.870003,2018,GSI_REAL
36.2,110.5,201.5,0.43,1073.0,4,0.52,2,MZ/CHA/84E07/2017/89,Mizoram,Champhai,23.379812,93.384813,2017,GSI_REAL
36.2,110.5,201.5,0.43,1015.0,4,0.52,2,MZ/CHA/84E02/2017/11,Mizoram,Champhai,23.636647,93.082939,2017,GSI_REAL
36.2,110.5,201.5,0.43,944.0,3,0.52,2,MZ/CHA/84E02/2017/22,Mizoram,Champhai,23.517632,93.075702,2017,GSI_REAL
36.2,110.5,201.5,0.43,815.0,4,0.52,2,MZ/LAW/84B11/2020/56,Mizoram,Lawngtlai,22.45,92.7,2020,GSI_REAL
36.2,110.5,201.5,0.43,671.0,4,0.52,2,MIZ/AIZ/84A09/2016/59,Mizoram,Kolasib,23.982,92.718028,2016,GSI_REAL
36.2,110.5,201.5,0.43,955.0,4,0.52,2,MZ/CHA/84E03/2017/55,Mizoram,Champhai,23.487306,93.192778,2017,GSI_REAL
36.2,110.5,201.5,0.43,649.0,4,0.52,2,MZ/CHA/84E02/2017/0096,Mizoram,Champhai,23.696979,93.041829,2017,GSI_REAL
36.2,110.5,201.5,0.43,1025.0,3,0.52,2,MZ/AIZ/83H04/2017/10,Mizoram,Aizawl,24.038279,93.140945,2017,GSI_REAL
36.2,110.5,201.5,0.43,871.0,4,0.52,2,MZ/LUN/84B13/2018/67,Mizoram,Lunglei,22.869579,92.824974,2018,GSI_REAL
36.2,110.5,201.5,0.43,828.0,4,0.52,2,MIZ/AIZ/84A09/2016/80,Mizoram,Aizawl,23.750676,92.679635,2016,GSI_REAL
24.5,148.8,271.2,0.53,308.0,4,0.7,2,MZ/MAM/83D08/2020/18,Mizoram,Mamit,24.14,92.41,2020,GSI_REAL
36.2,110.5,201.5,0.43,97.0,4,0.52,2,MZ/KOL/83D15/2020/35,Mizoram,Kolasib,24.36,92.88,2020,GSI_REAL
36.2,110.5,201.5,0.43,96.0,4,0.52,2,MZ/LUN/84B05/2020/30,Mizoram,Lunglei,22.93,92.48,2020,GSI_REAL
36.2,110.5,201.5,0.43,621.0,4,0.52,2,MZ/LUN/84B09/2018/22,Mizoram,Lunglei,22.969294,92.729332,2018,GSI_REAL
36.2,110.5,201.5,0.43,637.0,4,0.52,2,MZ/CHA/84E02/2017/0067,Mizoram,Champhai,23.56952,93.100523,2017,GSI_REAL
36.2,110.5,201.5,0.43,628.0,3,0.52,2,MZ/LUN/84A12/2018/15,Mizoram,Lunglei,23.005594,92.703522,2018,GSI_REAL
36.2,110.5,201.5,0.43,837.0,4,0.52,2,MZ/LUNG/84B14/2018/26,Mizoram,Lunglei,22.691,92.841003,2018,GSI_REAL
36.2,110.5,201.5,0.43,845.0,4,0.52,2,MZ/LUN/84A16/2018/58,Mizoram,Lunglei,23.004421,92.988426,2018,GSI_REAL
36.2,110.5,201.5,0.43,696.0,3,0.52,2,MZ/AIZ/84E01/2017/70,Mizoram,Aizawl,23.856972,93.046112,2017,GSI_REAL
36.2,110.5,201.5,0.43,1287.0,4,0.52,2,MZ/LAW/84B16/2020/7,Mizoram,Saiha,22.22,92.96,2020,GSI_REAL
36.2,110.5,201.5,0.43,668.0,4,0.52,2,MZ/LUN/84A16/2018/22,Mizoram,Lunglei,23.083004,92.898277,2018,GSI_REAL
36.2,110.5,201.5,0.43,1062.0,4,0.52,2,MIZO/LUN/84B13/2005/E-14,Mizoram,Lunglei,22.87506,92.75136,2005,GSI_REAL
36.2,110.5,201.5,0.43,904.0,4,0.52,2,MZ/LUNG/84B14/2018/10,Mizoram,Lunglei,22.683001,92.882004,2018,GSI_REAL
36.2,110.5,201.5,0.43,551.0,4,0.52,2,MZ/LUN/84B09/2018/16,Mizoram,Lunglei,22.886652,92.724503,2018,GSI_REAL
36.2,110.5,201.5,0.43,1015.0,4,0.52,2,MZ/CHA/84E02/2017/0081,Mizoram,Champhai,23.640693,93.084944,2017,GSI_REAL
36.2,110.5,201.5,0.43,935.0,4,0.52,2,MZ/AIZ/84A14/2015/76,Mizoram,Aizawl,23.732894,92.753033,2015,GSI_REAL
36.2,110.5,201.5,0.43,492.0,3,0.52,2,MIZ/AIZ/84A13/2016/30,Mizoram,Aizawl,23.887333,92.851111,2016,GSI_REAL
36.2,110.5,201.5,0.43,1007.0,4,0.52,2,MIZ/AIZ/84A13/2016/9,Mizoram,Aizawl,23.92425,92.925222,2016,GSI_REAL
36.2,110.5,201.5,0.43,807.0,4,0.52,2,MZ/AIZ/84A10/2015/74,Mizoram,Aizawl,23.727694,92.736,2015,GSI_REAL
36.2,110.5,201.5,0.43,1202.0,4,0.52,2,MZ/CHA/84E03/2017/39,Mizoram,Champhai,23.474056,93.225889,2017,GSI_REAL
36.2,110.5,201.5,0.43,850.0,4,0.52,2,MZ/SER/84A15/2016/88,Mizoram,Serchhip,23.497388,92.855013,2016,GSI_REAL
36.2,110.5,201.5,0.43,951.0,4,0.52,2,MZ/CHA/84E07/2017/37,Mizoram,Champhai,23.468508,93.270788,2017,GSI_REAL
36.2,110.5,201.5,0.43,638.0,4,0.52,2,MZ/LUN/84A12/2018/72,Mizoram,Lunglei,23.145,92.613693,2018,GSI_REAL
36.2,110.5,201.5,0.43,716.0,4,0.52,2,MIZ/AIZ/84A13/2016/24,Mizoram,Aizawl,23.88375,92.866778,2016,GSI_REAL
36.2,110.5,201.5,0.43,301.0,3,0.52,2,MIZ/AIZ/84A09/2016/85,Mizoram,Mamit,23.846786,92.655892,2016,GSI_REAL
36.2,110.5,201.5,0.43,1425.0,4,0.52,2,MZ/SAI/84F03/2020/28,Mizoram,Saiha,22.45,93.09,2020,GSI_REAL
36.2,110.5,201.5,0.43,901.0,3,0.52,2,MZ/CHA/84E02/2017/0010,Mizoram,Champhai,23.612312,93.198942,2017,GSI_REAL
36.2,110.5,201.5,0.43,867.0,4,0.52,2,MZ/SER/84A15/2016/72,Mizoram,Serchhip,23.44129,92.865395,2016,GSI_REAL
36.2,110.5,201.5,0.43,664.0,4,0.52,2,MZ/MAM/84A10/2015/140,Mizoram,Mamit,23.500083,92.585889,2015,GSI_REAL
36.2,110.5,201.5,0.43,900.0,4,0.52,2,MZ/AIZ/83D16/2016/60,Mizoram,Aizawl,24.07814,92.790905,2016,GSI_REAL
36.2,110.5,201.5,0.43,1157.0,3,0.52,2,MZ/CHA/84E01/2017/48,Mizoram,Champhai,23.885279,93.207726,2017,GSI_REAL
36.2,110.5,201.5,0.43,1223.0,4,0.52,2,MZ/CHA/83H04/2017/12,Mizoram,Champhai,24.023945,93.195663,2017,GSI_REAL
36.2,110.5,201.5,0.43,1751.0,3,0.52,2,MIZ/AIZ/84A13/2016/4,Mizoram,Aizawl,23.844109,92.928779,2016,GSI_REAL
36.2,110.5,201.5,0.43,848.0,4,0.52,2,MZ/CHA/84E03/2017/47,Mizoram,Champhai,23.476694,93.238556,2017,GSI_REAL
36.2,110.5,201.5,0.43,1081.0,4,0.52,2,MZ/AIZ/83D16/2016/100,Mizoram,Aizawl,24.013044,92.920237,2016,GSI_REAL
36.2,110.5,201.5,0.43,699.0,4,0.52,2,MZ/LAW/84B14/2018/41,Mizoram,Lawngtlai,22.533001,92.886002,2018,GSI_REAL
36.2,110.5,201.5,0.43,512.0,3,0.52,2,MZ/AIZ/84E02/2017/39,Mizoram,Aizawl,23.685795,93.019874,2017,GSI_REAL
36.2,110.5,201.5,0.43,468.0,4,0.52,2,MZ/AIZ/84E01/2017/104,Mizoram,Aizawl,23.789749,93.035667,2017,GSI_REAL
36.2,110.5,201.5,0.43,1026.0,4,0.52,2,MZ/CHA/84E03/2017/51,Mizoram,Champhai,23.341194,93.080389,2017,GSI_REAL
34.8,106.2,193.8,0.42,1077.0,2,0.61,2,NG/PHE/83K14/2017/22,Nagaland,Phek,25.570222,94.877278,2017,GSI_REAL
34.8,106.2,193.8,0.42,873.0,3,0.61,2,NGP/ER/83G14/2015/21,Nagaland,Peren,25.531,93.762,2015,GSI_REAL
34.8,106.2,193.8,0.42,388.0,4,0.61,2,NA/DIM/83G13/2020/50,Nagaland,Dimapur,25.86,93.99,2020,GSI_REAL
34.8,106.2,193.8,0.42,822.0,4,0.61,2,NG/PHE/83K10/2017/28,Nagaland,Phek,25.668417,94.543194,2017,GSI_REAL
